4243	Plattenleger	02 Schneiden & Trennen	Feinsteinzeug-Trennscheiben	4	BETCUT NSTTB CERAMICS		Dünnschnitt-Trennscheibe für Keramik, trocken.
5714	Plattenleger	02 Schneiden & Trennen	Feinsteinzeug-Trennscheiben (FLEX CS60)	4	FLEX DTS für Keramik & Feinsteinzeug FSZ-PLUS Ø170mm	030-605	Trennscheibe für Feinsteinzeug und Verbundglas am CS60.
5444	Plattenleger	02 Schneiden & Trennen	Feinsteinzeug-Trennscheiben (Grossformat)	4	FERRAMICS Ø400/60 Blau	031-215 400	Brückenfräs-Trennscheibe für Dekton, Laminam und Neolith.
7946	Plattenleger	02 Schneiden & Trennen	Feinsteinzeug-Trennscheiben nass	4	DISTAR DTS HARD CERAMICS Advanced Ø200x1.5 x 25.4mm	032-678 ADVANCED 200	Trennscheibe für starkes Feinsteinzeug und Hartkeramik, nass.
6862	Plattenleger	02 Schneiden & Trennen	Feinsteinzeug-Trennsysteme	4	CERAMIC TS 300x30mm EXTREME Gres Silencio	030-562	Diamanttrennscheibe für dickes Feinsteinzeug, bis zu 8x leiser.
7399	Plattenleger	02 Schneiden & Trennen	Fliesenzangen	2	KNIPEX Fliesenlochzange (Papageienschnabelzange)	130-180	Fliesenlochzange zum Erweitern von Bohrlöchern ohne Sägen.
7467	Plattenleger	02 Schneiden & Trennen	Handfliesenschneider	3	Fliesenschneider TRACER 1200	032-664	Handfliesenschneider für präzise Schnitte bis 1200 mm.
7728	Plattenleger	02 Schneiden & Trennen	Proxxon/Distar-Schneidsystem	5	BUTTERFLY DTS Ø45mm x 0.58mm x 0.45mm trocken für Keramik & Feinsteinzeug	032-730	Präzise 45-mm-Trennscheibe für saubere Kanten in Feinsteinzeug.
7878	Plattenleger	02 Schneiden & Trennen	Proxxon/Distar-Schneidsystem	5	PROXXON/DISTAR Starter Set	060-211 S1	Komplettes Einsteiger-Set für das Proxxon/Distar-Schneidsystem.
7852	Plattenleger	02 Schneiden & Trennen	Proxxon/Distar-Schneidsystem	4	DISTAR Spraynozzle und Schutz für BUTTERFLY nass	032-731	Sprühkühlung für sauberes Nassschneiden mit der Butterfly-Scheibe.
7863	Plattenleger	02 Schneiden & Trennen	Proxxon/Distar-Schneidsystem	4	DISTAR MasterCut DTS trocken für Keramik & Feinsteinzeug Ø 45mm	032-669 45	Feine Trennscheibe für präzise Schnitte an schwer zugänglichen Stellen.
7868	Plattenleger	02 Schneiden & Trennen	Proxxon/Distar-Schneidsystem	4	DISTAR Spraynozzle und Schutz für BUTTERFLY nass für Keramik & Feinsteinzeug - Proxxon	032-731 SA	Sprühkühlung für die Butterfly-Scheibe am Proxxon-Gerät.
7912	Plattenleger	02 Schneiden & Trennen	Proxxon/Distar-Schneidsystem	3	Wassergefäss zu Proxxon mit Messing Nozzle	032-731 FL	Wassergefäss mit Messingdüse für die Butterfly-Sprühkühlung.
7866	Plattenleger	02 Schneiden & Trennen	Schneidetische	3	DISTAR CeraMAX 1200 TELESCOPE 2.0 Schneidetisch	032-665	Höhenverstellbarer Schneidetisch für rückenschonendes Arbeiten.
7800	Plattenleger	02 Schneiden & Trennen	Schärfsteine	3	DISTAR Schärfstein 250x50x24mm K120/K240	032-752	Schärfstein zur Wiederherstellung stumpfer Diamantscheiben.
4699	Plattenleger	02 Schneiden & Trennen	StoneLux-Reparatur	3	TRED Diamanttrennscheibe Ø22mm	020-266	Feine Dental-Diamanttrennscheibe für Präzisionsschnitte im StoneLux-Set.
6485	Plattenleger	02 Schneiden & Trennen	Tischsägen	2	Tischfräse ACHILLI ALU130PL	070-028 1300	Robuste 350er-Tischsäge zum präzisen Schneiden von Fliesen und Naturstein.
6609	Plattenleger	02 Schneiden & Trennen	Tischsägen	2	Husqvarna Tischsäge TS 73 R	050-410	Präzise Fliesen-Brückensäge für Schnittlängen bis 730 mm.
4987	Plattenleger	02 Schneiden & Trennen	Trenn-/Schruppscheiben Feinsteinzeug	4	DTS Trenn-u. Schruppscheibe für Fliesen und Feinsteinzeug Ø125mm M14	031-826	Premium-Scheibe für Bündigschnitt und Anfasen an Feinsteinzeug.
4429	Plattenleger	02 Schneiden & Trennen	Trennscheiben Feinsteinzeug	4	FERRAMICS Ø300/30+TK2x12	031-215 300	Diamanttrennscheibe für DEKTON, LAMINAM und NEOLITH.
4483	Plattenleger	02 Schneiden & Trennen	Trennscheiben Feinsteinzeug	4	FERRAMICS ZooZ Ø450/60	031-215 450	Grossformat-Diamanttrennscheibe für DEKTON, LAMINAM, NEOLITH.
4901	Plattenleger	02 Schneiden & Trennen	Trennscheiben Feinsteinzeug	4	FERRAMICS Ø350/60 Blau	031-215 350	Diamanttrennscheibe für DEKTON, LAMINAM und NEOLITH, Ø 350 mm.
4808	Plattenleger	02 Schneiden & Trennen	Trennscheiben Nasskreissäge	4	BETCUT zu CS60/G Ø170/22,2mm	030-606	Trennscheibe für die FLEX-Nasskreissäge CS 60.
1375	Plattenleger	02 Schneiden & Trennen	Trennscheiben Tischsäge	4	Diamant TS Ceramics soft Extreme mit Vollbelag 9 mm		Diamant-Vollbelagscheibe für sauberen Nassschnitt von Fliesen und Naturstein.
7465	Plattenleger	03 Bohren & Fräsen	Bohrhilfsmittel	4	CoolGEL zum bohren in Keramik & Feinsteinzeug, Inhalt 250ml	032-660	Sauberes Bohrgel für Keramik und Feinsteinzeug ohne Staub oder Schmutzwasser.
4813	Plattenleger	03 Bohren & Fräsen	CNC-Falzfräser	3	Falzfräser mit Vollbelag Ø 10mm	030-632	CNC-Falzfräser mit Vollbelag für Feinsteinzeug.
4820	Plattenleger	03 Bohren & Fräsen	CNC-Falzfräser	3	CNC Fingerfräser 22 mm x 25 mm für UCS CERAMICS	030-726	Fingerfräser für UCS-Feinsteinzeug mit minimalen Abplatzern.
4821	Plattenleger	03 Bohren & Fräsen	CNC-Falzfräser	3	Fräser 20x12 UCS CERAMICS	030-730	Absenkfräser für UCS-Feinsteinzeug am CNC.
4822	Plattenleger	03 Bohren & Fräsen	CNC-Falzfräser	3	Fräser 10x10xNL15 UCS CERAMICS	030-732	Kleiner CNC-Falzfräser für UCS-Feinsteinzeug.
5819	Plattenleger	03 Bohren & Fräsen	CNC-Fräser Feinsteinzeug/UCS	3	CNC Fingerfräser 22 mm x 35 mm für UCS CERAMICS	030-727	CNC-Fingerfräser für UCS-Materialien wie Dekton, Neolith, Laminam.
7050	Plattenleger	03 Bohren & Fräsen	CNC-Fräswerkzeuge	3	CNC MEM Fingerfräser Keramik Ø20 mm H 40 mm R1/2" Blueline	031-187	CNC-Fingerfräser Blueline für Keramik, Ø20mm.
7087	Plattenleger	03 Bohren & Fräsen	CNC-Fräswerkzeuge	3	Fräser 16x15 UCS CERAMICS Pos.2 1/2"GAS	030-731	CNC-Absenkfräser für Keramik-Falzarbeiten, Ø16mm.
3136	Plattenleger	03 Bohren & Fräsen	Diamantbohrmaschinen	2	FLEX BWE 16-9 14 Sacklochbohrer	050-190	Diamant-Sacklochbohrmaschine für schnelles, sauberes Bohren.
8043	Plattenleger	03 Bohren & Fräsen	Diamantfrässtifte	4	Diamantfrässtift fein / spitz 0.8x8x2.35mm Pack à 10 Stück	032-760	Feiner Diamantfrässtift für Detailarbeiten, 10er-Pack.
4040	Plattenleger	03 Bohren & Fräsen	Fugenfräser	3	BETCUT-FAT Ø 90 - 113mm Fugenfräser		Fugenfräser für Granit und universelle Anwendungen.
7048	Plattenleger	03 Bohren & Fräsen	Kernbohrständer	2	Husqvarna DS 250 Kernbohrständer, für BK mit max. Ø250mm	050-319	Kernbohrständer für Bohrkronen bis Ø250mm, winkelbar bis 60°.
7047	Plattenleger	03 Bohren & Fräsen	Kernbohrständer-Zubehör	2	Husqvarna Ring-Adapter für DS 150 und DS 250 Kernbohrständer	050-317	Spannring-Adapter für Husqvarna-Kernbohrständer DS 150/DS 250.
7841	Plattenleger	03 Bohren & Fräsen	Proxxon/Distar-Schneidsystem	4	PROXXON Akku Langhals - Winkelbohrmaschine LHW/A	060-210 A	Akku-Langhals-Winkelbohrmaschine für schwer zugängliche Stellen.
7843	Plattenleger	03 Bohren & Fräsen	Proxxon/Distar-Schneidsystem	4	PROXXON Akku Langhals - Winkelbohrmaschine LWB/A	060-212 A	Akku-Langhals-Winkelbohrmaschine für schwer zugängliche Stellen.
7307	Plattenleger	03 Bohren & Fräsen	SDS-plus-Bohrhämmer	2	FLEX CHE 2-28 R SDS-plus Kombi-Bohrhammer	050-558	800-Watt-Kombihammer für Bohren, Dübeln und leichtes Stemmen.
7799	Plattenleger	04 Schleifen, Kanten & Polieren	Aufnahmesysteme Polieren	4	DISTAR Aufnahmeteller Click & Lock Pro Ø100mm M14	050-736	Magnetischer Schnellwechsel-Teller für Polierpads.
5931	Plattenleger	04 Schleifen, Kanten & Polieren	Aufnahmeteller	3	Aufnahmeteller SF HART Ø130 SF M14 hart	050-146	Harter Aufnahmeteller Ø130mm mit M14-Innengewinde für SF-Bajonett-Schleifwerkzeuge.
4385	Plattenleger	04 Schleifen, Kanten & Polieren	Bodenpads FLEXIS	4	KGS FLEXIS® Ø430/17"		Bodenpad-System zum Reinigen und Polieren grosser Flächen.
4388	Plattenleger	04 Schleifen, Kanten & Polieren	Bodenpads FLEXIS	4	KGS Flexis FM  Ø150mm/6"		Kleinformatiges Bodenpad-System für Handwinkelschleifer.
4207	Plattenleger	04 Schleifen, Kanten & Polieren	Diamant-Gravurstifte	4	DSK 3mm Set Gravurstifte gesintert 10 verschiedene Formen	031-554	10-teiliges Gravurstift-Set in praktischer Box, sofort einsatzbereit.
4094	Plattenleger	04 Schleifen, Kanten & Polieren	Diamant-Handfeilen	3	KGS FILEX Diamant Hand-Feilen flach 40x20 mm		Diamant-Handfeile für Kanten- und Nacharbeit an Naturstein.
6242	Plattenleger	04 Schleifen, Kanten & Polieren	Diamant-Handpads	4	KGS HANDPAD DIFLEX 75x75mm		Flexibles Diamant-Handpad für profilierte Oberflächen.
5999	Plattenleger	04 Schleifen, Kanten & Polieren	Diamant-Schleifkegel	3	Diamant Schleifkegel Ø 35 mm M14	031-966	Diamant-Schleifkegel Ø35mm für Feinschliff und Konturen.
6000	Plattenleger	04 Schleifen, Kanten & Polieren	Diamant-Schleifkegel	3	Diamant Schleifkegel Ø 38 mm M14	031-968	Vakuumgelöteter Diamant-Schleifkegel Ø38mm.
6001	Plattenleger	04 Schleifen, Kanten & Polieren	Diamant-Schleifkegel	3	Diamant Schleifkegel gekröpft Ø 48 mm M14	031-970	Gekröpfter Diamant-Schleifkegel Ø48mm für schwer zugängliche Stellen.
6002	Plattenleger	04 Schleifen, Kanten & Polieren	Diamant-Schleifkegel	3	Diamant Schleifkegel Ø 50 mm M14	031-972	Vakuumgelöteter Diamant-Schleifkegel Ø50mm.
4424	Plattenleger	04 Schleifen, Kanten & Polieren	Diamant-Schleifpads	4	BETCUT HONEYCOMB PAD Ø150 mm 1- 6		Wabenpad für Hartgestein und Beton, Nass- und Trockenschliff.
7034	Plattenleger	04 Schleifen, Kanten & Polieren	Diamant-Schleifscheiben Trocken	4	FLEXIS HD DRY Diamantschleifscheibe ø125mm (5Stk.)		Diamant-Schleifscheiben Ø125mm, 5er-Pack, nass und trocken einsetzbar.
7035	Plattenleger	04 Schleifen, Kanten & Polieren	Diamant-Schleifscheiben Trocken	4	FLEXIS HD DRY Diamantschleifscheibe Ø150 mm 6" Black Agressive		Aggressive Diamant-Schleifscheiben Ø150mm, 5er-Pack.
4928	Plattenleger	04 Schleifen, Kanten & Polieren	Diamant-Schleifteller	3	PKD Schleiftopf blau 125mm	031-604	PKD-Schleiftopf für schnellen Abtrag ohne Verkleben.
5997	Plattenleger	04 Schleifen, Kanten & Polieren	Diamant-Topfscheiben	3	Diamant Topfscheibe Ø100mm M14	031-962	Vakuumgelötete Diamant-Topfscheibe Ø100mm.
5998	Plattenleger	04 Schleifen, Kanten & Polieren	Diamant-Topfscheiben	3	Diamant Topfscheibe Ø115 mm M14	031-964	Vakuumgelötete Diamant-Topfscheibe Ø115mm.
6342	Plattenleger	04 Schleifen, Kanten & Polieren	Diamantschleifscheiben (Telum)	4	Telum Dry Diamantschleifscheibe ø115x25 QRS grau K50-800		Diamantschleifscheibe für Trockenschliff harter Steine.
6413	Plattenleger	04 Schleifen, Kanten & Polieren	Diamantschleifscheiben (Telum)	4	KGS Telum Dry Diamantschleifscheibe ø100x15 QRS K50-800		Diamantschleifscheibe für Trockenschliff harter Steine, Ø 100 mm.
5993	Plattenleger	04 Schleifen, Kanten & Polieren	Diamantschleifscheiben (vakuumgelötet)	3	Diamant Trenn- und Schleifscheibe Ø 30 mm M14	031-952	Vakuumgelötete Diamant-Trenn- und Schleifscheibe Ø30mm.
5994	Plattenleger	04 Schleifen, Kanten & Polieren	Diamantschleifscheiben (vakuumgelötet)	3	Diamant Trenn- und Schleifscheibe Ø40 mm M14	031-954	Vakuumgelötete Diamant-Trenn- und Schleifscheibe Ø40mm.
7023	Plattenleger	04 Schleifen, Kanten & Polieren	Diamantschleiftopf Beton	3	FLEX Thermo Super Ø150/22.2mm Diamantschleiftopf	050-520	Diamantschleiftopf für Betonschliff und Beschichtungsentfernung.
6283	Plattenleger	04 Schleifen, Kanten & Polieren	FEIN Multitool-Zubehör	3	FEIN Hartmetall-Raspel SL Verpackungseinheit 1 Stk Kantenlänge 80 mm	050-003 HRSL	Hartmetall-Raspel für Grobschliff, auch mit Absaugung.
6285	Plattenleger	04 Schleifen, Kanten & Polieren	FEIN Multitool-Zubehör	3	FEIN Schleifplatte ungelocht SL 3-Eck 81mm	050-003 SP1	Schutz-Schleifplatte für das FEIN-Multitool, dreieckig.
6286	Plattenleger	04 Schleifen, Kanten & Polieren	FEIN Multitool-Zubehör	3	FEIN Schleifplatte extra flach SL 3-Eck 81mm Starlock	050-003 SP2	Extra flache Schleifplatte für das FEIN-Multitool.
2390	Plattenleger	04 Schleifen, Kanten & Polieren	Handschleifmittel	3	KGS TELUM® Handrutscher 90 x 55 mm Körnung 50-3000		Diamant-Handrutscher mit Pfeilgeometrie.
345	Plattenleger	04 Schleifen, Kanten & Polieren	Kleinschleifkörper	4	KSK 6 Zylinderform lang keramisch ø25x38 K24/36	010-075	Zylindrischer Schleifstift aus Siliziumcarbid, Korn 24/36.
2635	Plattenleger	04 Schleifen, Kanten & Polieren	Kleinschleifkörper	3	KSK 6 Flammenform keramisch ø16x32mm K24/36	010-072	Keramischer Kleinschleifkörper in Flammenform.
3903	Plattenleger	04 Schleifen, Kanten & Polieren	Poliermittel	3	AKEMI Solid Wax		Hartwachs für lang anhaltenden Glanz auf Naturstein.
6421	Plattenleger	04 Schleifen, Kanten & Polieren	Poliersysteme	3	Aufnahmeteller ø140/180x20 M14 für Lammfelle	050-160	Aufnahmeteller M14 für Lammfellhauben, Ø 140/180 mm.
7984	Plattenleger	04 Schleifen, Kanten & Polieren	Proxxon/Distar-Schneidsystem	4	DISTAR DGM Schleiftopf Soft Edge Ø45mm	032-756	Schleiftopf für Graviergeräte, gegen Abplatzungen an Feinsteinzeug.
7727	Plattenleger	04 Schleifen, Kanten & Polieren	Proxxon/Distar-Schneidsystem	4	NECTAR DSK Ø45mm x 5.8 mm trocken für Keramik & Feinsteinzeug	032-732	Schleiftopf für effizientes Feinsteinzeug-Schleifen auf Kleingeräten.
7853	Plattenleger	04 Schleifen, Kanten & Polieren	Proxxon/Distar-Schneidsystem	4	DISTAR CoolPAD Ø50mm x3 mm x 7mm  Polierer #4	032-733 4	Polierpad Stufe 4 für gleichmässiges Trockenschleifen an Kleingeräten.
7854	Plattenleger	04 Schleifen, Kanten & Polieren	Proxxon/Distar-Schneidsystem	4	DISTAR CoolPAD Ø50mm x3 mm x 7mm  Polierer #3	032-733 3	Polierpad Stufe 3 für gleichmässiges Trockenschleifen an Kleingeräten.
7855	Plattenleger	04 Schleifen, Kanten & Polieren	Proxxon/Distar-Schneidsystem	4	DISTAR CoolPAD Ø50mm x3 mm x 7mm  Polierer #2	032-733 2	Polierpad Stufe 2 für gleichmässiges Trockenschleifen an Kleingeräten.
7856	Plattenleger	04 Schleifen, Kanten & Polieren	Proxxon/Distar-Schneidsystem	4	DISTAR CoolPAD Ø50mm x3 mm x 7mm  Polierer #1	032-733 1	Polierpad Stufe 1 für gleichmässiges Trockenschleifen an Kleingeräten.
7867	Plattenleger	04 Schleifen, Kanten & Polieren	Proxxon/Distar-Schneidsystem	4	DISTAR Schaumstützteller Ø50mm PROXXON	060-213 50	Klett-Stützteller für Polier- und Schleifmittel an Proxxon-Geräten.
7985	Plattenleger	04 Schleifen, Kanten & Polieren	Proxxon/Distar-Schneidsystem	3	DISTAR Support Adapter Ø19mm	032-758	Adapter ersetzt Spannzangen für präzises Feinsteinzeug-Schneiden.
7729	Plattenleger	04 Schleifen, Kanten & Polieren	Schleif- & Trenntöpfe	4	DISTAR MasterGRIND Ø115x1.8x30mm für Keramik und Glas	032-728	Diamant-Schleiftopf für abplatzungsfreies Schneiden und Schleifen.
4069	Plattenleger	04 Schleifen, Kanten & Polieren	Schleifscheiben KH	4	BETCUT SPIRALBRICK Ø 100mm, Trockenanwendung		Bewährtes Trocken-Polierpad für Granit und Hartgestein.
4986	Plattenleger	04 Schleifen, Kanten & Polieren	Schleifteller Keramik	3	Ferrix Schleifteller Keramik Ø100 mm M14	031-824	Keramik-Schleifteller für nass und trocken.
3125	Plattenleger	04 Schleifen, Kanten & Polieren	Winkelschleifer	2	FLEX L3406 VRG Winkelschleifer	050-184	Universeller Winkelschleifer zum Schleifen und Polieren.
3133	Plattenleger	04 Schleifen, Kanten & Polieren	Winkelschleifer	2	FLEX SE 14-2 150 Set Supraflex	050-006	Schleif-Spezialist für Sanierung von Stein-, Metall- und Holzoberflächen.
7383	Plattenleger	05 Verlegen, Heben & Transportieren	Fliesenlegerhämmer	3	PICARD Fliesenlegerhammer	040-839	Leichter, robuster Fliesenlegerhammer mit Hartmetallspitze.
7936	Plattenleger	05 Verlegen, Heben & Transportieren	Fliesenrüttler	3	FLEX Akku Fliesenrüttler TV 18-EC C	050-754	Akku-Fliesenrüttler für Grossformate bis 1200x2400 mm.
2192	Plattenleger	05 Verlegen, Heben & Transportieren	Montagegeräte	2	FERROFIX-Montagegerät	080-006	Präzises Montieren flächenbündiger Kochfelder.
7140	Plattenleger	05 Verlegen, Heben & Transportieren	Plattengreifer	3	Ferro Plattengreifer Gecko V3 Tragkraft 80kg	081-374	Plattengreifer Gecko für sicheren Transport, Tragkraft 80kg.
7141	Plattenleger	05 Verlegen, Heben & Transportieren	Saugheber	3	Ferro Saugheber Porter Compo	081-376	Saugheber mit Messingpumpe, Tragkraft bis 100kg horizontal.
7379	Plattenleger	05 Verlegen, Heben & Transportieren	Schonhämmer	2	SIMPLEX Schonhammer mit Alu-Gehäuse und Holzstiel, Ø 30/40/50/60 mm		Leichter Schonhammer ohne Farbabrieb, vier Grössen.
7969	Plattenleger	05 Verlegen, Heben & Transportieren	Vakuum-Verlegesystem	3	FLEX Aktion Grabo VLP + Fliesenrüttler TV 18-EC C	050-664	Kombi-Set Vakuumheber und Fliesenrüttler für Verlegearbeiten.
3279	Plattenleger	05 Verlegen, Heben & Transportieren	Vakuum-Verlegesystem	3	NEMO GRABO PRO Hard-Case	081-270	Akku-Vakuumsauger hebt grossformatige Platten bis 120 kg.
6957	Plattenleger	05 Verlegen, Heben & Transportieren	Vakuum-Verlegesystem	3	FLEX Aktion Twinpack 18V Akku Vakuumheber VLP 18.0 Grabo	050-000 AKT62	Doppelpack Akku-Vakuumheber, Tragkraft 130kg, mit Digitalanzeige.
6158	Plattenleger	05 Verlegen, Heben & Transportieren	Vakuum-Verlegesystem (GRABO)	3	NEMO GRABO - SlenderSeal	081-370	Schmale GRABO-Dichtlippe für das Heben schmaler Werkstücke.
